frase,categoria,frase_norm,tokens,bigrams,trigrams
¿Cómo se usa la impresora por favor.,Preguntas Simples (Peticiones de informacion),como se usa la impresora por favor,"['como', 'se', 'usa', 'la', 'impresora', 'por', 'favor']","['como se', 'se usa', 'usa la', 'la impresora', 'impresora por', 'por favor']","['como se usa', 'se usa la', 'usa la impresora', 'la impresora por', 'impresora por favor']"
Por favor poner la ropa.,Rutinas Diarias (Acciones y Hogar),por favor poner la ropa,"['por', 'favor', 'poner', 'la', 'ropa']","['por favor', 'favor poner', 'poner la', 'la ropa']","['por favor poner', 'favor poner la', 'poner la ropa']"
Por favor abrir la ropa.,Rutinas Diarias (Acciones y Hogar),por favor abrir la ropa,"['por', 'favor', 'abrir', 'la', 'ropa']","['por favor', 'favor abrir', 'abrir la', 'la ropa']","['por favor abrir', 'favor abrir la', 'abrir la ropa']"
Quiero beber agua aqui.,Alimentacion (Comidas y Bebidas),quiero beber agua aqui,"['quiero', 'beber', 'agua', 'aqui']","['quiero beber', 'beber agua', 'agua aqui']","['quiero beber agua', 'beber agua aqui']"
Necesito lapiz para la clase.,Escuela y Aprendizaje,necesito lapiz para la clase,"['necesito', 'lapiz', 'para', 'la', 'clase']","['necesito lapiz', 'lapiz para', 'para la', 'la clase']","['necesito lapiz para', 'lapiz para la', 'para la clase']"
Mi primo vendra a visitar manana alli.,Familia y Personas,mi primo vendra a visitar manana alli,"['mi', 'primo', 'vendra', 'a', 'visitar', 'manana', 'alli']","['mi primo', 'primo vendra', 'vendra a', 'a visitar', 'visitar manana', 'manana alli']","['mi primo vendra', 'primo vendra a', 'vendra a visitar', 'a visitar manana', 'visitar manana alli']"
Por favor apagar la platos alli.,Rutinas Diarias (Acciones y Hogar),por favor apagar la platos alli,"['por', 'favor', 'apagar', 'la', 'platos', 'alli']","['por favor', 'favor apagar', 'apagar la', 'la platos', 'platos alli']","['por favor apagar', 'favor apagar la', 'apagar la platos', 'la platos alli']"
Por favor encender la manos.,Rutinas Diarias (Acciones y Hogar),por favor encender la manos,"['por', 'favor', 'encender', 'la', 'manos']","['por favor', 'favor encender', 'encender la', 'la manos']","['por favor encender', 'favor encender la', 'encender la manos']"
Quiero correr en el parque rapido.,Juego y Ocio,quiero correr en el parque rapido,"['quiero', 'correr', 'en', 'el', 'parque', 'rapido']","['quiero correr', 'correr en', 'en el', 'el parque', 'parque rapido']","['quiero correr en', 'correr en el', 'en el parque', 'el parque rapido']"
¿Dónde está el parque?,Preguntas Simples (Peticiones de informacion),donde esta el parque,"['donde', 'esta', 'el', 'parque']","['donde esta', 'esta el', 'el parque']","['donde esta el', 'esta el parque']"
Por favor quitar la juguetes.,Rutinas Diarias (Acciones y Hogar),por favor quitar la juguetes,"['por', 'favor', 'quitar', 'la', 'juguetes']","['por favor', 'favor quitar', 'quitar la', 'la juguetes']","['por favor quitar', 'favor quitar la', 'quitar la juguetes']"
Quiero pan ahora.,Alimentacion (Comidas y Bebidas),quiero pan ahora,"['quiero', 'pan', 'ahora']","['quiero pan', 'pan ahora']",['quiero pan ahora']
¿Donde esta mi mama?,Familia y Personas,donde esta mi mama,"['donde', 'esta', 'mi', 'mama']","['donde esta', 'esta mi', 'mi mama']","['donde esta mi', 'esta mi mama']"
Juguemos con la pelota por favor.,Juego y Ocio,juguemos con la pelota por favor,"['juguemos', 'con', 'la', 'pelota', 'por', 'favor']","['juguemos con', 'con la', 'la pelota', 'pelota por', 'por favor']","['juguemos con la', 'con la pelota', 'la pelota por', 'pelota por favor']"
Mi primo vendra a visitar manana ahora.,Familia y Personas,mi primo vendra a visitar manana ahora,"['mi', 'primo', 'vendra', 'a', 'visitar', 'manana', 'ahora']","['mi primo', 'primo vendra', 'vendra a', 'a visitar', 'visitar manana', 'manana ahora']","['mi primo vendra', 'primo vendra a', 'vendra a visitar', 'a visitar manana', 'visitar manana ahora']"
Necesito ir al bano rapido.,Necesidades Basicas (Higiene y Fisiologia),necesito ir al bano rapido,"['necesito', 'ir', 'al', 'bano', 'rapido']","['necesito ir', 'ir al', 'al bano', 'bano rapido']","['necesito ir al', 'ir al bano', 'al bano rapido']"
Por favor cerrar la cama.,Rutinas Diarias (Acciones y Hogar),por favor cerrar la cama,"['por', 'favor', 'cerrar', 'la', 'cama']","['por favor', 'favor cerrar', 'cerrar la', 'la cama']","['por favor cerrar', 'favor cerrar la', 'cerrar la cama']"
Quiero armar en el parque hoy.,Juego y Ocio,quiero armar en el parque hoy,"['quiero', 'armar', 'en', 'el', 'parque', 'hoy']","['quiero armar', 'armar en', 'en el', 'el parque', 'parque hoy']","['quiero armar en', 'armar en el', 'en el parque', 'el parque hoy']"
Voy a respirar profundo por favor.,Necesidades Basicas (Higiene y Fisiologia),voy a respirar profundo por favor,"['voy', 'a', 'respirar', 'profundo', 'por', 'favor']","['voy a', 'a respirar', 'respirar profundo', 'profundo por', 'por favor']","['voy a respirar', 'a respirar profundo', 'respirar profundo por', 'profundo por favor']"
Voy a escribir.,Escuela y Aprendizaje,voy a escribir,"['voy', 'a', 'escribir']","['voy a', 'a escribir']",['voy a escribir']
Juguemos a dibujar aqui.,Emociones y Estados,juguemos a dibujar aqui,"['juguemos', 'a', 'dibujar', 'aqui']","['juguemos a', 'a dibujar', 'dibujar aqui']","['juguemos a dibujar', 'a dibujar aqui']"
Por favor limpiar la ropa.,Rutinas Diarias (Acciones y Hogar),por favor limpiar la ropa,"['por', 'favor', 'limpiar', 'la', 'ropa']","['por favor', 'favor limpiar', 'limpiar la', 'la ropa']","['por favor limpiar', 'favor limpiar la', 'limpiar la ropa']"
Es hora de cepillarme los dientes.,Necesidades Basicas (Higiene y Fisiologia),es hora de cepillarme los dientes,"['es', 'hora', 'de', 'cepillarme', 'los', 'dientes']","['es hora', 'hora de', 'de cepillarme', 'cepillarme los', 'los dientes']","['es hora de', 'hora de cepillarme', 'de cepillarme los', 'cepillarme los dientes']"
Juguemos con el rompecabezas rapido.,Juego y Ocio,juguemos con el rompecabezas rapido,"['juguemos', 'con', 'el', 'rompecabezas', 'rapido']","['juguemos con', 'con el', 'el rompecabezas', 'rompecabezas rapido']","['juguemos con el', 'con el rompecabezas', 'el rompecabezas rapido']"
Por favor peinar la manos.,Rutinas Diarias (Acciones y Hogar),por favor peinar la manos,"['por', 'favor', 'peinar', 'la', 'manos']","['por favor', 'favor peinar', 'peinar la', 'la manos']","['por favor peinar', 'favor peinar la', 'peinar la manos']"
Es hora de lavarme las manos.,Necesidades Basicas (Higiene y Fisiologia),es hora de lavarme las manos,"['es', 'hora', 'de', 'lavarme', 'las', 'manos']","['es hora', 'hora de', 'de lavarme', 'lavarme las', 'las manos']","['es hora de', 'hora de lavarme', 'de lavarme las', 'lavarme las manos']"
Quiero pescado.,Alimentacion (Comidas y Bebidas),quiero pescado,"['quiero', 'pescado']",['quiero pescado'],[]
Por favor secar la juguetes.,Rutinas Diarias (Acciones y Hogar),por favor secar la juguetes,"['por', 'favor', 'secar', 'la', 'juguetes']","['por favor', 'favor secar', 'secar la', 'la juguetes']","['por favor secar', 'favor secar la', 'secar la juguetes']"
Por favor encender la luz rapido.,Rutinas Diarias (Acciones y Hogar),por favor encender la luz rapido,"['por', 'favor', 'encender', 'la', 'luz', 'rapido']","['por favor', 'favor encender', 'encender la', 'la luz', 'luz rapido']","['por favor encender', 'favor encender la', 'encender la luz', 'la luz rapido']"
Por favor vestir la cepillo.,Rutinas Diarias (Acciones y Hogar),por favor vestir la cepillo,"['por', 'favor', 'vestir', 'la', 'cepillo']","['por favor', 'favor vestir', 'vestir la', 'la cepillo']","['por favor vestir', 'favor vestir la', 'vestir la cepillo']"
Por favor lavar la puerta.,Rutinas Diarias (Acciones y Hogar),por favor lavar la puerta,"['por', 'favor', 'lavar', 'la', 'puerta']","['por favor', 'favor lavar', 'lavar la', 'la puerta']","['por favor lavar', 'favor lavar la', 'lavar la puerta']"
Quiero beber chocolate hoy.,Alimentacion (Comidas y Bebidas),quiero beber chocolate hoy,"['quiero', 'beber', 'chocolate', 'hoy']","['quiero beber', 'beber chocolate', 'chocolate hoy']","['quiero beber chocolate', 'beber chocolate hoy']"
¿Cómo se usa la bicicleta?,Preguntas Simples (Peticiones de informacion),como se usa la bicicleta,"['como', 'se', 'usa', 'la', 'bicicleta']","['como se', 'se usa', 'usa la', 'la bicicleta']","['como se usa', 'se usa la', 'usa la bicicleta']"
Quiero sumar mi cuaderno.,Escuela y Aprendizaje,quiero sumar mi cuaderno,"['quiero', 'sumar', 'mi', 'cuaderno']","['quiero sumar', 'sumar mi', 'mi cuaderno']","['quiero sumar mi', 'sumar mi cuaderno']"
Por favor secar la ropa hoy.,Rutinas Diarias (Acciones y Hogar),por favor secar la ropa hoy,"['por', 'favor', 'secar', 'la', 'ropa', 'hoy']","['por favor', 'favor secar', 'secar la', 'la ropa', 'ropa hoy']","['por favor secar', 'favor secar la', 'secar la ropa', 'la ropa hoy']"
Quiero llamar a mi hermana.,Familia y Personas,quiero llamar a mi hermana,"['quiero', 'llamar', 'a', 'mi', 'hermana']","['quiero llamar', 'llamar a', 'a mi', 'mi hermana']","['quiero llamar a', 'llamar a mi', 'a mi hermana']"
Por favor encender la ropa ahora.,Rutinas Diarias (Acciones y Hogar),por favor encender la ropa ahora,"['por', 'favor', 'encender', 'la', 'ropa', 'ahora']","['por favor', 'favor encender', 'encender la', 'la ropa', 'ropa ahora']","['por favor encender', 'favor encender la', 'encender la ropa', 'la ropa ahora']"
Quiero pasta rapido.,Alimentacion (Comidas y Bebidas),quiero pasta rapido,"['quiero', 'pasta', 'rapido']","['quiero pasta', 'pasta rapido']",['quiero pasta rapido']
Quiero jugar en el parque alli.,Emociones y Estados,quiero jugar en el parque alli,"['quiero', 'jugar', 'en', 'el', 'parque', 'alli']","['quiero jugar', 'jugar en', 'en el', 'el parque', 'parque alli']","['quiero jugar en', 'jugar en el', 'en el parque', 'el parque alli']"
¿Dónde está el parque aqui.,Preguntas Simples (Peticiones de informacion),donde esta el parque aqui,"['donde', 'esta', 'el', 'parque', 'aqui']","['donde esta', 'esta el', 'el parque', 'parque aqui']","['donde esta el', 'esta el parque', 'el parque aqui']"
Quiero jugar en el parque rapido.,Juego y Ocio,quiero jugar en el parque rapido,"['quiero', 'jugar', 'en', 'el', 'parque', 'rapido']","['quiero jugar', 'jugar en', 'en el', 'el parque', 'parque rapido']","['quiero jugar en', 'jugar en el', 'en el parque', 'el parque rapido']"
Quiero galletas rapido.,Alimentacion (Comidas y Bebidas),quiero galletas rapido,"['quiero', 'galletas', 'rapido']","['quiero galletas', 'galletas rapido']",['quiero galletas rapido']
Por favor limpiar la manos.,Rutinas Diarias (Acciones y Hogar),por favor limpiar la manos,"['por', 'favor', 'limpiar', 'la', 'manos']","['por favor', 'favor limpiar', 'limpiar la', 'la manos']","['por favor limpiar', 'favor limpiar la', 'limpiar la manos']"
Es hora de peinarme.,Necesidades Basicas (Higiene y Fisiologia),es hora de peinarme,"['es', 'hora', 'de', 'peinarme']","['es hora', 'hora de', 'de peinarme']","['es hora de', 'hora de peinarme']"
Por favor cerrar la toalla.,Rutinas Diarias (Acciones y Hogar),por favor cerrar la toalla,"['por', 'favor', 'cerrar', 'la', 'toalla']","['por favor', 'favor cerrar', 'cerrar la', 'la toalla']","['por favor cerrar', 'favor cerrar la', 'cerrar la toalla']"
Quiero beber agua rapido.,Alimentacion (Comidas y Bebidas),quiero beber agua rapido,"['quiero', 'beber', 'agua', 'rapido']","['quiero beber', 'beber agua', 'agua rapido']","['quiero beber agua', 'beber agua rapido']"
Por favor cerrar la ropa.,Rutinas Diarias (Acciones y Hogar),por favor cerrar la ropa,"['por', 'favor', 'cerrar', 'la', 'ropa']","['por favor', 'favor cerrar', 'cerrar la', 'la ropa']","['por favor cerrar', 'favor cerrar la', 'cerrar la ropa']"
Por favor lavar la platos.,Rutinas Diarias (Acciones y Hogar),por favor lavar la platos,"['por', 'favor', 'lavar', 'la', 'platos']","['por favor', 'favor lavar', 'lavar la', 'la platos']","['por favor lavar', 'favor lavar la', 'lavar la platos']"
Juguemos con la memoria ahora.,Emociones y Estados,juguemos con la memoria ahora,"['juguemos', 'con', 'la', 'memoria', 'ahora']","['juguemos con', 'con la', 'la memoria', 'memoria ahora']","['juguemos con la', 'con la memoria', 'la memoria ahora']"
Quiero pegar mi mochila.,Escuela y Aprendizaje,quiero pegar mi mochila,"['quiero', 'pegar', 'mi', 'mochila']","['quiero pegar', 'pegar mi', 'mi mochila']","['quiero pegar mi', 'pegar mi mochila']"
Quiero contar mi pizarra.,Escuela y Aprendizaje,quiero contar mi pizarra,"['quiero', 'contar', 'mi', 'pizarra']","['quiero contar', 'contar mi', 'mi pizarra']","['quiero contar mi', 'contar mi pizarra']"
Es hora de secarme.,Necesidades Basicas (Higiene y Fisiologia),es hora de secarme,"['es', 'hora', 'de', 'secarme']","['es hora', 'hora de', 'de secarme']","['es hora de', 'hora de secarme']"
Es hora de ducharme.,Necesidades Basicas (Higiene y Fisiologia),es hora de ducharme,"['es', 'hora', 'de', 'ducharme']","['es hora', 'hora de', 'de ducharme']","['es hora de', 'hora de ducharme']"
Por favor lavar la juguetes.,Rutinas Diarias (Acciones y Hogar),por favor lavar la juguetes,"['por', 'favor', 'lavar', 'la', 'juguetes']","['por favor', 'favor lavar', 'lavar la', 'la juguetes']","['por favor lavar', 'favor lavar la', 'lavar la juguetes']"
Quiero correr en el parque hoy.,Juego y Ocio,quiero correr en el parque hoy,"['quiero', 'correr', 'en', 'el', 'parque', 'hoy']","['quiero correr', 'correr en', 'en el', 'el parque', 'parque hoy']","['quiero correr en', 'correr en el', 'en el parque', 'el parque hoy']"
Por favor peinar la toalla.,Rutinas Diarias (Acciones y Hogar),por favor peinar la toalla,"['por', 'favor', 'peinar', 'la', 'toalla']","['por favor', 'favor peinar', 'peinar la', 'la toalla']","['por favor peinar', 'favor peinar la', 'peinar la toalla']"
Por favor lavar la juguetes despues.,Rutinas Diarias (Acciones y Hogar),por favor lavar la juguetes despues,"['por', 'favor', 'lavar', 'la', 'juguetes', 'despues']","['por favor', 'favor lavar', 'lavar la', 'la juguetes', 'juguetes despues']","['por favor lavar', 'favor lavar la', 'lavar la juguetes', 'la juguetes despues']"
Es hora de cambiarme de ropa.,Necesidades Basicas (Higiene y Fisiologia),es hora de cambiarme de ropa,"['es', 'hora', 'de', 'cambiarme', 'de', 'ropa']","['es hora', 'hora de', 'de cambiarme', 'cambiarme de', 'de ropa']","['es hora de', 'hora de cambiarme', 'de cambiarme de', 'cambiarme de ropa']"
Juguemos el domino.,Emociones y Estados,juguemos el domino,"['juguemos', 'el', 'domino']","['juguemos el', 'el domino']",['juguemos el domino']
Quiero jugar en el parque hoy.,Emociones y Estados,quiero jugar en el parque hoy,"['quiero', 'jugar', 'en', 'el', 'parque', 'hoy']","['quiero jugar', 'jugar en', 'en el', 'el parque', 'parque hoy']","['quiero jugar en', 'jugar en el', 'en el parque', 'el parque hoy']"
Por favor peinar la mesa.,Rutinas Diarias (Acciones y Hogar),por favor peinar la mesa,"['por', 'favor', 'peinar', 'la', 'mesa']","['por favor', 'favor peinar', 'peinar la', 'la mesa']","['por favor peinar', 'favor peinar la', 'peinar la mesa']"
Quiero ensalada hoy.,Alimentacion (Comidas y Bebidas),quiero ensalada hoy,"['quiero', 'ensalada', 'hoy']","['quiero ensalada', 'ensalada hoy']",['quiero ensalada hoy']
Quiero beber agua por favor.,Alimentacion (Comidas y Bebidas),quiero beber agua por favor,"['quiero', 'beber', 'agua', 'por', 'favor']","['quiero beber', 'beber agua', 'agua por', 'por favor']","['quiero beber agua', 'beber agua por', 'agua por favor']"
Por favor vestir la platos.,Rutinas Diarias (Acciones y Hogar),por favor vestir la platos,"['por', 'favor', 'vestir', 'la', 'platos']","['por favor', 'favor vestir', 'vestir la', 'la platos']","['por favor vestir', 'favor vestir la', 'vestir la platos']"
Por favor quitar la luz.,Rutinas Diarias (Acciones y Hogar),por favor quitar la luz,"['por', 'favor', 'quitar', 'la', 'luz']","['por favor', 'favor quitar', 'quitar la', 'la luz']","['por favor quitar', 'favor quitar la', 'quitar la luz']"
¿Quién es tu papa hoy.,Preguntas Simples (Peticiones de informacion),quien es tu papa hoy,"['quien', 'es', 'tu', 'papa', 'hoy']","['quien es', 'es tu', 'tu papa', 'papa hoy']","['quien es tu', 'es tu papa', 'tu papa hoy']"
Por favor cerrar la cepillo.,Rutinas Diarias (Acciones y Hogar),por favor cerrar la cepillo,"['por', 'favor', 'cerrar', 'la', 'cepillo']","['por favor', 'favor cerrar', 'cerrar la', 'la cepillo']","['por favor cerrar', 'favor cerrar la', 'cerrar la cepillo']"
Por favor peinar la juguetes despacio.,Rutinas Diarias (Acciones y Hogar),por favor peinar la juguetes despacio,"['por', 'favor', 'peinar', 'la', 'juguetes', 'despacio']","['por favor', 'favor peinar', 'peinar la', 'la juguetes', 'juguetes despacio']","['por favor peinar', 'favor peinar la', 'peinar la juguetes', 'la juguetes despacio']"
Por favor cerrar la luz.,Rutinas Diarias (Acciones y Hogar),por favor cerrar la luz,"['por', 'favor', 'cerrar', 'la', 'luz']","['por favor', 'favor cerrar', 'cerrar la', 'la luz']","['por favor cerrar', 'favor cerrar la', 'cerrar la luz']"
Quiero llamar a mi amigo por favor.,Familia y Personas,quiero llamar a mi amigo por favor,"['quiero', 'llamar', 'a', 'mi', 'amigo', 'por', 'favor']","['quiero llamar', 'llamar a', 'a mi', 'mi amigo', 'amigo por', 'por favor']","['quiero llamar a', 'llamar a mi', 'a mi amigo', 'mi amigo por', 'amigo por favor']"
Por favor encender la cama.,Rutinas Diarias (Acciones y Hogar),por favor encender la cama,"['por', 'favor', 'encender', 'la', 'cama']","['por favor', 'favor encender', 'encender la', 'la cama']","['por favor encender', 'favor encender la', 'encender la cama']"
¿Donde esta mi vecino?,Familia y Personas,donde esta mi vecino,"['donde', 'esta', 'mi', 'vecino']","['donde esta', 'esta mi', 'mi vecino']","['donde esta mi', 'esta mi vecino']"
